,locus,annotation_name1,nfxB_P,nfxB_Q,nfxB_Difference,Welch's T-test Test statistic delta_nfxB_wt,change
1529,PA2817,hypothetical protein,0.151449266,0.127631487,-0.129297733,-1.84894922,NOT
2788,PA4704,cAMP-binding protein A,0.274413724,0.252067321,-0.129252911,-1.308571319,NOT
2923,PA4920,NH3-dependent NAD synthetase,0.126771572,0.106929613,-0.12788868,-1.842506445,NOT
663,PA1117,hypothetical protein,0.23905572,0.216682782,-0.127774239,-1.330621989,NOT
1839,PA3267,hypothetical protein,0.500812036,0.491610429,-0.12757206,-0.734024294,NOT
1191,PA2119,alcohol dehydrogenase (Zn-dependent),0.085203014,0.069850523,-0.127380848,-2.06791302,NOT
227,PA0393,pyrroline-5-carboxylate reductase,0.064307179,0.05124979,-0.127266884,-2.264280569,NOT
1044,PA1802,ClpX,0.105028153,0.086405442,-0.126603127,-2.079456934,NOT
26,PA0035,tryptophan synthase alpha chain,0.324239393,0.303653863,-0.126357555,-1.135823103,NOT
793,PA1357,conserved hypothetical protein,0.309145489,0.288089726,-0.126141548,-1.147345685,NOT
105,PA0159,probable transcriptional regulator,0.179876378,0.154079564,-0.125898361,-1.535509906,NOT
2672,PA4544,pseudouridine synthase,0.102492115,0.084142955,-0.12556076,-2.00543438,NOT
2653,PA4512,lipopolysaccharide biosynthetic protein LpxO1,0.661050629,0.66211898,-0.12554884,-0.46733386,NOT
2030,PA3618,conserved hypothetical protein,0.154569132,0.130841922,-0.124920845,-1.758842161,NOT
58,PA0081,Fha1,0.254141263,0.229660124,-0.124891281,-1.404798234,NOT
2212,PA3846,hypothetical protein,0.513246349,0.505242955,-0.124790668,-0.719195721,NOT
2631,PA4486,conserved hypothetical protein,0.264320475,0.241656413,-0.124426365,-1.242162455,NOT
529,PA0916,conserved hypothetical protein,0.050057108,0.040275732,-0.123830318,-3.017616053,NOT
1024,PA1772,probable methyltransferase,0.157825669,0.13353211,-0.122862339,-1.614255361,NOT
946,PA1624,hypothetical protein,0.376302893,0.357553969,-0.12266922,-1.021488571,NOT
2456,PA4253,50S ribosomal protein L14,0.104780281,0.086231608,-0.122404099,-1.923397592,NOT
568,PA0970,TolR protein,0.374095065,0.355666807,-0.122237682,-0.960175443,NOT
1928,PA3429,probable epoxide hydrolase,0.877479587,0.878215068,-0.122128487,-0.161049453,NOT
3308,PA5474,probable metalloprotease,0.4398882,0.426638501,-0.121910095,-0.879583312,NOT
539,PA0935,conserved hypothetical protein,0.173725279,0.149053562,-0.121257782,-1.7041386,NOT
721,PA1206,hypothetical protein,0.225510549,0.201479839,-0.121199608,-1.425681829,NOT
619,PA1062,hypothetical protein,0.265136778,0.242215297,-0.12068224,-1.25005587,NOT
3083,PA5135,conserved hypothetical protein,0.181835896,0.156071584,-0.12044096,-1.579241932,NOT
1061,PA1825,hypothetical protein,0.29858419,0.276965517,-0.120437145,-1.234330607,NOT
333,PA0550,conserved hypothetical protein,0.151373072,0.127745476,-0.120219231,-1.743057044,NOT
526,PA0905,RsmA,0.303769186,0.28214885,-0.119937897,-1.163450334,NOT
736,PA1246,alkaline protease secretion protein AprD,0.023173937,0.020205841,-0.119496346,-3.262177543,NOT
1534,PA2824,surface attachment and growth sensor hybrid,0.209623995,0.185097308,-0.119477272,-1.452962792,NOT
482,PA0838,probable glutathione peroxidase,0.283635169,0.261858399,-0.119431496,-1.20162784,NOT
2195,PA3821,secretion protein SecD,0.222076049,0.197992911,-0.117786407,-1.43689999,NOT
2226,PA3862,NAD(P)H-dependent anabolic L-arginine dehydrogenase,0.011932126,0.012325926,-0.116787434,-3.807877985,NOT
847,PA1465,hypothetical protein,0.210641906,0.18627686,-0.116588116,-1.486236306,NOT
1891,PA3350,hypothetical protein,0.357248266,0.338723769,-0.116277695,-0.997050716,NOT
3060,PA5107,outer membrane lipoprotein Blc,0.105563947,0.086807065,-0.116126537,-1.912195663,NOT
2843,PA4768,SmpB protein,0.201040877,0.175702306,-0.115452766,-1.468879858,NOT
792,PA1354,hypothetical protein,0.137372565,0.11593895,-0.115445137,-1.853249299,NOT
2117,PA3723,probable FMN oxidoreductase,0.056394158,0.045152057,-0.115418911,-2.764616371,NOT
2082,PA3682,hypothetical protein,0.232711116,0.209565304,-0.115216732,-1.354585272,NOT
2035,PA3624,L-isoaspartate protein carboxylmethyltransferase type II,0.450727506,0.437169231,-0.114886284,-0.863040838,NOT
207,PA0363,phosphopantetheine adenylyltransferase,0.004852169,0.006515581,-0.114810467,-4.611003884,NOT
2590,PA4439,tryptophanyl-tRNA synthetase,0.04102777,0.033721992,-0.114688396,-2.85582265,NOT
1886,PA3345,Histidine phosphotransfer protein HptB,0.34889848,0.330735205,-0.114328384,-1.077789607,NOT
2255,PA3915,molybdopterin biosynthetic protein B1,0.364415163,0.345743197,-0.114204884,-1.060643252,NOT
2493,PA4308,conserved hypothetical protein,0.081461714,0.067094801,-0.113562584,-2.408144126,NOT
3187,PA5281,probable hydrolase,0.121087741,0.101296534,-0.113315582,-1.861977359,NOT
1353,PA2525,OpmB,0.396852462,0.3803896,-0.112188339,-0.94663394,NOT
1736,PA3121,3-isopropylmalate dehydratase large subunit,0.117941172,0.097865459,-0.111798286,-1.839021709,NOT
1442,PA2656,two-component sensor BqsS,0.135935117,0.114491121,-0.111767292,-1.721659941,NOT
889,PA1544,transcriptional regulator Anr,0.469845998,0.459416732,-0.11129427,-0.795007565,NOT
2665,PA4526,type 4 fimbrial biogenesis protein PilB,0.244659704,0.221289063,-0.111100674,-1.395691753,NOT
3172,PA5257,hypothetical protein,0.176355529,0.151471947,-0.111085415,-1.624883373,NOT
1164,PA2047,chloramphenicol resistance activator CmrA,0.539645051,0.53433823,-0.110908985,-0.683987378,NOT
6,PA0006,conserved hypothetical protein,0.068884039,0.054901961,-0.110806942,-2.415580188,NOT
2366,PA4108,cyclic di-GMP phosphodiesterase,0.177824789,0.152569863,-0.110414982,-1.536693526,NOT
2332,PA4032,probable two-component response regulator,0.408374328,0.394735029,-0.109139442,-0.896024985,NOT
1119,PA1961,probable transcriptional regulator,0.393259601,0.376168734,-0.108872414,-0.925010961,NOT
2834,PA4758,carbamoyl-phosphate synthase small chain,0.063478234,0.050405405,-0.107703686,-2.275181018,NOT
670,PA1125,probable cobalamin biosynthetic protein,0.86582762,0.867827553,-0.107685089,-0.178941017,NOT
153,PA0280,sulfate transport protein CysA,0.289752847,0.26819642,-0.107288361,-1.182570772,NOT
3338,PA5518,probable potassium efflux transporter,0.355569775,0.336890223,-0.107041359,-1.051057092,NOT
2235,PA3879,two-component response regulator NarL,0.314930991,0.293694915,-0.106024742,-1.16069229,NOT
743,PA1268,Hydroxyproline 2-epimerase,0.259686962,0.235883975,-0.105870724,-1.312847348,NOT
897,PA1555,Cytochrome c oxidase,0.438423346,0.425463687,-0.105748653,-0.83586257,NOT
2124,PA3730,hypothetical protein,0.579754214,0.577538007,-0.105583668,-0.597451914,NOT
2739,PA4633,probable chemotaxis transducer,0.059369142,0.047318182,-0.105492592,-2.623591821,NOT
1861,PA3309,conserved hypothetical protein,0.140487434,0.119267879,-0.105066776,-1.713190595,NOT
1832,PA3257,AlgO,0.21970341,0.195516014,-0.103227139,-1.497240281,NOT
1382,PA2569,hypothetical protein,0.842008221,0.845827598,-0.102857113,-0.208524936,NOT
3093,PA5146,hypothetical protein,0.013844076,0.013368056,-0.101357937,-3.437455035,NOT
3015,PA5046,malic enzyme,0.155695029,0.132189376,-0.101133823,-1.728513053,NOT
3079,PA5130,conserved hypothetical protein,0.099050534,0.081125348,-0.100752831,-1.960612821,NOT
412,PA0704,probable amidase,0.649837703,0.651194019,-0.100654125,-0.500343807,NOT
930,PA1603,probable transcriptional regulator,0.509091197,0.499650915,-0.100375175,-0.726013781,NOT
1502,PA2766,probable transcriptional regulator,0.546851338,0.542105105,-0.099518776,-0.670882634,NOT
296,PA0503,probable biotin synthesis protein BioC,0.441870924,0.428186158,-0.099211693,-0.838220696,NOT
2004,PA3574,NalD,0.086294608,0.070963515,-0.098947525,-2.128905305,NOT
1572,PA2887,AtuB,0.666065161,0.666241355,-0.098910332,-0.462983328,NOT
1446,PA2664,flavohemoprotein,0.435493872,0.422303079,-0.098772049,-0.836401462,NOT
82,PA0121,hypothetical protein,0.766143181,0.768708827,-0.098324299,-0.315072924,NOT
2961,PA4967,topoisomerase IV subunit B,0.045170322,0.036859113,-0.097029686,-2.793079671,NOT
228,PA0394,conserved hypothetical protein,0.278681831,0.256682517,-0.096725464,-1.249433853,NOT
1833,PA3259,hypothetical protein,0.240046279,0.216911591,-0.096538544,-1.367344945,NOT
979,PA1681,chorismate synthase,0.087415293,0.071689349,-0.096456051,-2.0429712,NOT
592,PA1015,probable transcriptional regulator,0.34699213,0.328725227,-0.096168518,-1.047621912,NOT
1705,PA3082,glycine betaine transmethylase,0.898601894,0.898835621,-0.095663071,-0.133107639,NOT
986,PA1689,conserved hypothetical protein,0.150381929,0.126681499,-0.095638752,-1.698944318,NOT
2683,PA4557,LytB protein,0.126393713,0.106456853,-0.095368385,-2.070322242,NOT
242,PA0410,twitching motility protein PilI,0.345182757,0.326979203,-0.094841957,-1.054623174,NOT
855,PA1481,cytochrome C biogenesis protein CcmG,0.208316409,0.183916926,-0.094788551,-1.449144468,NOT
1454,PA2692,probable transcriptional regulator,0.038814066,0.031522388,-0.094725132,-2.765129604,NOT
3267,PA5412,hypothetical protein,0.568352357,0.565215002,-0.094334126,-0.631358979,NOT
948,PA1636,two-component sensor KdpD,0.619599338,0.621135409,-0.09360075,-0.528173214,NOT
47,PA0068,hypothetical protein,0.245031351,0.221222818,-0.093576908,-1.373404611,NOT
1942,PA3454,probable acyl-CoA thiolase,0.644869127,0.646837143,-0.09357214,-0.485111895,NOT
1543,PA2833,conserved hypothetical protein,0.172636988,0.147719027,-0.093559742,-1.569348383,NOT
1559,PA2859,transcription elongation factor GreB,0.363081267,0.344702173,-0.093416691,-1.055945072,NOT
1466,PA2713,conserved hypothetical protein,0.183759018,0.158421166,-0.092905521,-1.597531149,NOT
100,PA0148,adenine deaminase,0.240610552,0.217491658,-0.092442036,-1.310459342,NOT
1587,PA2906,probable oxidoreductase,0.34161726,0.323820636,-0.092316151,-1.110507098,NOT
1073,PA1842,hypothetical protein,0.435458879,0.4224528,-0.092268944,-0.836997099,NOT
2252,PA3912,conserved hypothetical protein,0.645924913,0.647245095,-0.092158318,-0.507449274,NOT
402,PA0659,hypothetical protein,0.329139126,0.308874835,-0.092113972,-1.062947088,NOT
2084,PA3685,YeaZ,0.482395281,0.471301858,-0.091858387,-0.753398055,NOT
1912,PA3398,probable transcriptional regulator,0.907324761,0.907253655,-0.091658115,-0.122066017,NOT
1368,PA2546,probable ring-cleaving dioxygenase,0.289348033,0.268073529,-0.091291428,-1.175983218,NOT
2948,PA4952,conserved hypothetical protein,0.221021123,0.197187215,-0.091238022,-1.376171118,NOT
437,PA0758,hypothetical protein,0.022936107,0.019608392,-0.091191769,-4.068836679,NOT
2762,PA4669,isopentenyl monophosphate kinase,0.086793789,0.071355605,-0.091127396,-2.089692544,NOT
2286,PA3967,hypothetical protein,0.570990963,0.568651577,-0.091114521,-0.599925319,NOT
240,PA0408,twitching motility protein PilG,0.233233058,0.210256972,-0.090684891,-1.45039661,NOT
874,PA1520,Uric acid and glyoxylate metabolism regulator,0.248287328,0.224317829,-0.090592384,-1.281509631,NOT
1267,PA2260,hypothetical protein,0.561717201,0.558205663,-0.090181828,-0.640348104,NOT
2821,PA4743,ribosome-binding factor A,0.508337771,0.499864018,-0.089702606,-0.703840289,NOT
2011,PA3583,glycerol-3-phosphate regulon repressor,0.377185104,0.358584383,-0.089667797,-1.027357211,NOT
2824,PA4746,conserved hypothetical protein,0.486180238,0.474307989,-0.088078499,-0.771484894,NOT
940,PA1614,glycerol-3-phosphate dehydrogenase,0.037947182,0.030933333,-0.087656021,-2.82295003,NOT
937,PA1610,beta-hydroxydecanoyl-ACP dehydrase,0.339346162,0.32164952,-0.087200642,-1.061097426,NOT
346,PA0576,sigma factor RpoD,0.341171423,0.323252613,-0.087051868,-1.043401939,NOT
1658,PA3013,fatty-acid oxidation complex beta-subunit,0.01608025,0.014714992,-0.086856842,-3.335664995,NOT
1039,PA1796,5,0.221556103,0.197782058,-0.086827755,-1.403109595,NOT
1554,PA2854,putative L,0.33187719,0.312038546,-0.086707115,-1.137164904,NOT
2647,PA4502,probable binding protein component of ABC transporter,0.286997245,0.265641309,-0.086420536,-1.198204691,NOT
540,PA0936,lipopolysaccharide biosynthetic protein LpxO2,0.516848852,0.50873308,-0.086163044,-0.706222907,NOT
1356,PA2529,hypothetical protein,0.520931364,0.51314264,-0.085940838,-0.693072927,NOT
3294,PA5449,glycosyltransferase WbpX,0.482233781,0.471402245,-0.085909367,-0.765308472,NOT
1456,PA2695,conserved hypothetical protein,0.361559386,0.343079812,-0.085043907,-0.994498469,NOT
2184,PA3810,heat shock protein HscA,0.388852215,0.371562941,-0.084313393,-0.929089234,NOT
2019,PA3602,conserved hypothetical protein,0.327226356,0.306615046,-0.084043503,-1.118732323,NOT
934,PA1607,biofilm oxidative stress regulator,0.641052524,0.643142448,-0.08365202,-0.4988046,NOT
1409,PA2612,seryl-tRNA synthetase,0.49537656,0.486089299,-0.08354044,-0.72796658,NOT
1297,PA2332,probable transcriptional regulator,0.878766799,0.879201029,-0.083379269,-0.161760819,NOT
187,PA0330,ribose 5-phosphate isomerase,0.289563301,0.268075298,-0.083322525,-1.257620655,NOT
1110,PA1940,hypothetical protein,0.174001918,0.149258278,-0.083181858,-1.553546723,NOT
2808,PA4730,pantoate--beta-alanine ligase,0.283271691,0.26165447,-0.082883835,-1.179085007,NOT
146,PA0265,glutaric semialdehyde dehydrogenase,0.036566562,0.029967141,-0.082610607,-2.679674035,NOT
1367,PA2545,exodeoxyribonuclease III,0.411774043,0.398698854,-0.082446575,-0.901543121,NOT
2473,PA4271,50S ribosomal protein L7 / L12,0.43519689,0.422261705,-0.082095623,-0.846409292,NOT
173,PA0308,hypothetical protein,0.587320089,0.584549192,-0.081520557,-0.590196908,NOT
1355,PA2528,MuxA,0.410622215,0.397537075,-0.080826759,-0.898503451,NOT
1427,PA2632,hypothetical protein,0.20930696,0.184868394,-0.080587864,-1.425517316,NOT
2533,PA4367,BifA,0.237099194,0.214337123,-0.08001709,-1.435165102,NOT
2947,PA4951,oligoribonuclease,0.015037435,0.014115254,-0.079938889,-3.618797782,NOT
2221,PA3856,hypothetical protein,0.364477335,0.34561836,-0.079264164,-0.981088639,NOT
2393,PA4154,conserved hypothetical protein,0.499253346,0.490583173,-0.07911396,-0.732992162,NOT
1412,PA2615,cell division protein FtsK,0.268048496,0.244803009,-0.079057217,-1.352458439,NOT
293,PA0500,biotin synthase,0.497802257,0.488665898,-0.078977108,-0.730407198,NOT
1417,PA2621,ClpS,0.683027475,0.683556178,-0.078608513,-0.448803486,NOT
1115,PA1949,ribose operon repressor RbsR,0.531190296,0.525182162,-0.078290462,-0.673419238,NOT
1890,PA3349,probable chemotaxis protein,0.288178485,0.267362212,-0.078138828,-1.165795799,NOT
2073,PA3668,conserved hypothetical protein,0.419261696,0.406454287,-0.077499866,-0.897237763,NOT
637,PA1086,flagellar hook-associated protein 1 FlgK,0.360598111,0.342530996,-0.077476501,-1.00938141,NOT
3004,PA5035,glutamate synthase small chain,0.245267689,0.221461988,-0.077391624,-1.287994788,NOT
3014,PA5045,penicillin-binding protein 1A,0.130733151,0.11017207,-0.077223778,-1.927186294,NOT
2454,PA4251,50S ribosomal protein L5,0.310714159,0.289237925,-0.077195168,-1.129422253,NOT
1656,PA3011,DNA topoisomerase I,0.146399987,0.123401538,-0.076926231,-1.674102408,NOT
2135,PA3743,tRNA (guanine-N1)-methyltransferase,0.397525295,0.381241038,-0.076538563,-0.915896209,NOT
1379,PA2561,CtpH,0.720576556,0.721307613,-0.075990677,-0.387927861,NOT
3169,PA5253,alginate regulatory protein AlgP,0.660298153,0.661295535,-0.075965405,-0.481414916,NOT
1712,PA3092,2,0.105436336,0.0866431,-0.075907707,-2.124957196,NOT
1148,PA2018,Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexY,0.391666465,0.374333747,-0.075827122,-0.924526924,NOT
2754,PA4661,Lipid A 3-O-deacylase,0.580661216,0.578313537,-0.07487011,-0.594833576,NOT
2165,PA3787,putative peptidase,0.276672758,0.254321979,-0.074770927,-1.267544682,NOT
3366,PA5568,conserved hypothetical protein,0.343251239,0.325375652,-0.074460506,-1.056343473,NOT
2061,PA3653,ribosome recycling factor,0.375019457,0.356699748,-0.074451447,-1.019755064,NOT
2558,PA4399,conserved hypothetical protein,0.360543412,0.342557742,-0.073771,-1.062854429,NOT
2910,PA4887,probable major facilitator superfamily (MFS) transporter,0.656966942,0.658467874,-0.073769093,-0.484594096,NOT
2446,PA4243,secretion protein SecY,0.643830294,0.64607148,-0.073493481,-0.508697319,NOT
394,PA0651,indole-3-glycerol-phosphate synthase,0.114252368,0.093792923,-0.072879314,-1.847250696,NOT
2525,PA4357,conserved hypothetical protein,0.463647512,0.452433281,-0.072581291,-0.786569659,NOT
1464,PA2709,cysteine synthase A,0.248060301,0.224050412,-0.072515965,-1.340555412,NOT
2475,PA4273,50S ribosomal protein L1,0.367694845,0.348358866,-0.072450638,-0.989851947,NOT
2993,PA5016,dihydrolipoamide acetyltransferase,0.325722328,0.305027766,-0.072098255,-1.08360133,NOT
1837,PA3263,recombination-associated protein RdgC,0.249619315,0.225674553,-0.071980953,-1.38779324,NOT
737,PA1247,alkaline protease secretion protein AprE,0.703340935,0.703488388,-0.071865559,-0.405825767,NOT
2995,PA5018,peptide methionine sulfoxide reductase,0.279431534,0.25744879,-0.070930004,-1.214230347,NOT
2940,PA4944,Hfq,0.168880604,0.14408468,-0.070761681,-1.61032239,NOT
2861,PA4792,conserved hypothetical protein,0.168358281,0.143422197,-0.07073164,-1.57295484,NOT
248,PA0419,conserved hypothetical protein,0.203495813,0.178293166,-0.070043087,-1.446572728,NOT
1094,PA1886,DNA polymerase II,0.876431285,0.877522705,-0.069618702,-0.165400197,NOT
865,PA1495,hypothetical protein,0.647217381,0.648641711,-0.068393707,-0.484832744,NOT
1805,PA3214,hypothetical protein,0.433909152,0.421133013,-0.067988396,-0.839809822,NOT
3235,PA5351,Rubredoxin 1,0.837201164,0.841363547,-0.067850113,-0.214583151,NOT
101,PA0155,transcriptional regulator PcaR,0.473859569,0.463541878,-0.067815781,-0.764623349,NOT
531,PA0919,alanyl-phosphatidylglycerol hydrolase,0.143081483,0.120707858,-0.067369938,-1.688429618,NOT
1716,PA3096,general secretion pathway protein L,0.351064603,0.332413437,-0.067266941,-1.06103207,NOT
2445,PA4242,50S ribosomal protein L36,0.67262973,0.672424754,-0.066819191,-0.444635154,NOT
2419,PA4201,D-alanine-D-alanine ligase A,0.432472581,0.419995187,-0.066085815,-0.864951316,NOT
1936,PA3440.1,Uncharacterized protein,0.761671537,0.76448678,-0.06605196,-0.322738083,NOT
2142,PA3753,conserved hypothetical protein,0.43050051,0.418709054,-0.065743446,-0.868286674,NOT
3002,PA5028,conserved hypothetical protein,0.664808307,0.665328153,-0.06529808,-0.465669439,NOT
805,PA1383,hypothetical protein,0.703771932,0.703850312,-0.065192223,-0.415738183,NOT
15,PA0018,methionyl-tRNA formyltransferase,0.343794764,0.325564236,-0.064846516,-1.090140454,NOT
